1.5          0.0           0.000
N            9926           0.040             150             723
N            9927           0.040             150             724
N            9928           0.040             150             725
N            9929           0.040             150             726
N            9930           0.040          181.07             727
N            9779           0.040          181.07             728
N            9623           0.040          181.07             729
N            9467           0.040          181.07             730
N            9308           0.040          181.07             731
N            9141           0.040          212.13             732
N            8972           0.040          212.13             733
N            8802           0.040          212.13             734
N            8630           0.040          181.07             735
N            8463           0.040          181.07             736
N            8296           0.040          212.13             737
N            8125           0.040          181.07             738
N            7955           0.040          181.07             739
N            7784           0.040          181.07             740
N            7783           0.040          181.07             741
N            7612           0.040          181.07             742
N            7611           0.040          181.07             743
N            7440           0.040          181.07             744
N            7439           0.040          181.07             745
N            7268           0.040          212.13             746
N            7097           0.040          212.13             747
N            6926           0.040             150             748
N            6755           0.040             150             749
N            6582           0.040             150             750
1.5          0.0           0.000
N            1112           0.040             150             751
N            1221           0.040          181.07             752
N            1333           0.040          181.07             753
N            1448           0.040          181.07             754
N            1572           0.040          181.07             755
N            1699           0.040          181.07             756
N            1826           0.040             150             757
N            1951           0.040             150             758
N            2077           0.040             150             759
1.5          0.0           0.000
N            1578           0.040             150             760
N            1577           0.040          181.07             761
N            1702           0.040          212.13             762
N            1575           0.040          181.07             763
N            1574           0.040             150             764
N            1573           0.040             150             765
1.5          0.0           0.000
N            6254           0.040             150             766
N            6432           0.040             150             767
N            6609           0.040             150             768
1.5          0.0           0.000
N            1212           0.060             150             769
N            1104           0.060          181.07             770
N            1007           0.060          181.07             771
N             914           0.060          181.07             772
N             822           0.060          181.07             773
N             733           0.060          181.07             774
N             645           0.060          212.13             775
N             559           0.060          181.07             776
N             477           0.060             150             777
N             402           0.060             150             778
N             330           0.060             150             779
1.5          0.0           0.000
R             828           0.040               5               2             150
R             920           0.040               5               2          181.07
R             921           0.040               5               2             150
R            1014           0.040               5               2          181.07
R            1111           0.040               5               2             150
1.5          0.0           0.000
R             835           0.040               5               2             150
R             926           0.040               5               2             150
R             925           0.040               5               2             150
R             924           0.040               5               2             150
R             923           0.040               5               2             150
R            1016           0.040               5               2             150
1.5          0.0           0.000
R            1601           0.040               5               2             150
R            1477           0.040               5               2          181.07
R            1364           0.040               5               2             150
1.5          0.0           0.000
R            1847           0.040               5               2             150
R            1973           0.040               5               2          181.07
